osm_type,osm_id,key,value,name,lat,lon,addr:street,addr:housenumber,brand,operator,website,cuisine,opening_hours,description,barrio,comuna,ipcf_promedio_pesos,porc_hogares_bajo_lp,porc_poblacion_bajo_lp,tasa_actividad,tasa_empleo,tasa_desocupacion,tasa_desocupacion_hombres,tasa_desocupacion_mujeres,tasa_subocupacion_horaria,porc_cuenta_propia,porc_asalariados_sin_jubilacion,poblacion,superficie_km2,densidad_hab_km2,porc_poblacion_en_ciudad,porc_superficie_en_ciudad,razon_varones_por_100_mujeres,edad_promedio_anios,porc_poblacion_0_14,porc_poblacion_15_64,porc_65mas,porc_poblacion_nacida_en_ciudad,Tasa global de fecundidad (hijos/as por mujer)1 ,Tasa de mortalidad infantil (por mil nacidos/as vivos/as) 1 ,Tasa bruta de natalidad (por mil) (2023) ,Tasa bruta de mortalidad (por mil) (2023) ,tasa_crecimiento_vegetativo_2023_por_mil,porc_mujeres_14mas_sin_hijos,porc_mujeres_14mas_con_1o2_hijos,Porcentaje de mujeres de 14 años y más que tuvieron más de 2 hijos/as,tamano_medio_hogar,porc_hogares_unipersonales,porc_poblacion_14mas_unida,porc_hogares_familiares,porc_hogares_no_familiares,_name_norm,chain_count,is_chain,regex_label,manual_label,unified_label
node,13118644815,shop,bakery,Gamas,-34.5544704,-58.4489973,,,,,,,,,BELGRANO,13.0,963308.0,"11,9a",11.1,65.6,62.4,"4,9a","4,0b","5,8b","5,4a",26.7,23.9,"236,723",15.0,15782.0,7.7,7.3,84.4,41.3,17.2,63.1,19.7,67.0,1.0,2.2,7.6,9.9,-2.3,37.4,47.7,14.9,2.1,41.6,51.9,57.3,42.7,gamas,3,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,13153976962,shop,deli,Maja,-34.5654553,-58.4554859,,,,,,,,,BELGRANO,13.0,963308.0,"11,9a",11.1,65.6,62.4,"4,9a","4,0b","5,8b","5,4a",26.7,23.9,"236,723",15.0,15782.0,7.7,7.3,84.4,41.3,17.2,63.1,19.7,67.0,1.0,2.2,7.6,9.9,-2.3,37.4,47.7,14.9,2.1,41.6,51.9,57.3,42.7,maja,2,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,13155871102,shop,deli,Isidro Mercadito y Picoteo,-34.5462005,-58.471309,Avenida San Isidro Labrador,4114,,,,,Su-Th 10:00-00:00; Fr-Sa 10:00-02:00,,SAAVEDRA,12.0,864081.0,"8,6a","8,4a",63.5,60.1,"5,4a", ---,"7,5b","6,2a","18,7a","21,4a","215,442",15.7,13722.0,7.0,7.6,88.4,40.2,18.4,63.5,18.1,65.5,1.0,5.6,6.8,9.4,-2.6,35.8,49.7,14.5,2.2,37.9,51.0,61.4,38.6,isidro mercadito y picoteo,1,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,13191634901,shop,deli,Pica & Vamos,-34.5797259,-58.424641,Fray Justo Santa María de Oro,2485,,,,,,,PALERMO,14.0,1028794.0,"11,9a",11.5,66.1,63.5,"4,0b", ---,"5,6b","5,4a",20.7,23.6,"227,315",15.9,14297.0,7.4,7.7,82.8,41.1,13.8,67.1,19.1,55.4,1.3,2.8,11.3,8.9,2.4,47.2,42.3,10.5,1.9,48.6,44.3,50.0,50.0,pica & vamos,1,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,13243769101,shop,bakery,Deleites,-34.5872953,-58.4334991,Godoy Cruz,,,,,,,,PALERMO,14.0,1028794.0,"11,9a",11.5,66.1,63.5,"4,0b", ---,"5,6b","5,4a",20.7,23.6,"227,315",15.9,14297.0,7.4,7.7,82.8,41.1,13.8,67.1,19.1,55.4,1.3,2.8,11.3,8.9,2.4,47.2,42.3,10.5,1.9,48.6,44.3,50.0,50.0,deleites,1,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,13254940625,shop,books,Del Virrey,-34.5675758,-58.4502118,Virrey Loreto,2407,,,,,,,COLEGIALES,13.0,963308.0,"11,9a",11.1,65.6,62.4,"4,9a","4,0b","5,8b","5,4a",26.7,23.9,"236,723",15.0,15782.0,7.7,7.3,84.4,41.3,17.2,63.1,19.7,67.0,1.0,2.2,7.6,9.9,-2.3,37.4,47.7,14.9,2.1,41.6,51.9,57.3,42.7,del virrey,1,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,13315566905,shop,bakery,Bambino,-34.6335188,-58.5003787,,,,,,,,,VILLA LURO,10.0,678784.0,"14,0a",17.5,58.4,56.1,"3,9b", ---,"6,1b","11,0a",21.5,24.2,"170,859",12.6,13560.0,5.5,6.1,88.8,39.6,19.8,62.0,18.2,75.2,1.0,5.1,6.1,10.0,-3.9,30.0,53.2,16.8,2.5,23.6,60.9,76.2,23.8,bambino,1,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,13323279919,shop,bakery,La Coqueta,-34.6312575,-58.4812413,,,,,,,,,FLORESTA,10.0,678784.0,"14,0a",17.5,58.4,56.1,"3,9b", ---,"6,1b","11,0a",21.5,24.2,"170,859",12.6,13560.0,5.5,6.1,88.8,39.6,19.8,62.0,18.2,75.2,1.0,5.1,6.1,10.0,-3.9,30.0,53.2,16.8,2.5,23.6,60.9,76.2,23.8,la coqueta,3,False,Sin motivo claro / nombre genérico,,Sin motivo claro / nombre genérico
node,1109141331,amenity,bar,San Salvador,-34.6016992,-58.3924261,,,,,,,,,SAN NICOLAS,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,14465.0,8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8,san salvador,1,False,Religioso / devocional,,Religioso / devocional
node,1114122470,amenity,bar,Santa Cebada,-34.599588,-58.3959867,Avenida Córdoba,2001,,,,,,,RECOLETA,2.0,1046451.0,17.0,15.7,64.5,61.8,"4,2b", ---,"5,6b","6,5a",19.6,25.5,"149,345",6.3,23706.0,4.8,3.1,80.5,42.5,11.4,67.5,21.1,46.0,1.3,4.2,9.8,10.5,-0.7,50.4,37.0,12.6,1.8,54.2,44.9,45.6,54.4,santa cebada,1,False,Religioso / devocional,,Religioso / devocional
node,1513392109,amenity,restaurant,San Fermin,-34.6193471,-58.369142,Avenida Paseo Colón,,,,,,,,SAN TELMO,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,14465.0,8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8,san fermin,1,False,Religioso / devocional,,Religioso / devocional
node,1715208875,amenity,restaurant,San Cayetano,-34.5895331,-58.4081047,,,,,,steak_house,,,RECOLETA,2.0,1046451.0,17.0,15.7,64.5,61.8,"4,2b", ---,"5,6b","6,5a",19.6,25.5,"149,345",6.3,23706.0,4.8,3.1,80.5,42.5,11.4,67.5,21.1,46.0,1.3,4.2,9.8,10.5,-0.7,50.4,37.0,12.6,1.8,54.2,44.9,45.6,54.4,san cayetano,8,True,Religioso / devocional,,Religioso / devocional
node,1953847234,amenity,restaurant,Milagrito,-34.5718687,-58.431217,Báez,,,,,barbecue,,,PALERMO,14.0,1028794.0,"11,9a",11.5,66.1,63.5,"4,0b", ---,"5,6b","5,4a",20.7,23.6,"227,315",15.9,14297.0,7.4,7.7,82.8,41.1,13.8,67.1,19.1,55.4,1.3,2.8,11.3,8.9,2.4,47.2,42.3,10.5,1.9,48.6,44.3,50.0,50.0,milagrito,1,False,Religioso / devocional,,Religioso / devocional
node,2025928692,amenity,restaurant,El Mesón de Guadalupe,-34.5959091,-58.4959407,Avenida Francisco Beiró,3019,,,,,,,AGRONOMIA,15.0,836539.0,"13,4a",15.6,66.3,62.5,"5,7a","6,0b","5,4b","7,9a",21.4,26.4,"182,551",14.3,12766.0,5.9,6.9,88.0,39.8,16.4,66.5,17.1,68.8,1.0,5.4,7.2,9.7,-2.5,36.1,51.3,12.6,2.1,42.6,46.1,55.9,44.1,el meson de guadalupe,1,False,Religioso / devocional,,Religioso / devocional
node,2175216605,amenity,restaurant,San Cayetano,-34.5623051,-58.4574393,Juramento,2465,,,,,Mo-Sa 07:00-03:00,,BELGRANO,13.0,963308.0,"11,9a",11.1,65.6,62.4,"4,9a","4,0b","5,8b","5,4a",26.7,23.9,"236,723",15.0,15782.0,7.7,7.3,84.4,41.3,17.2,63.1,19.7,67.0,1.0,2.2,7.6,9.9,-2.3,37.4,47.7,14.9,2.1,41.6,51.9,57.3,42.7,san cayetano,8,True,Religioso / devocional,,Religioso / devocional
node,2330170840,amenity,cafe,Café San Miguel,-34.5926945,-58.4013697,Avenida Pueyrredón,1599,,,,coffee_shop;pizza;pasta,Mo-Su 07:00-00:00,,RECOLETA,2.0,1046451.0,17.0,15.7,64.5,61.8,"4,2b", ---,"5,6b","6,5a",19.6,25.5,"149,345",6.3,23706.0,4.8,3.1,80.5,42.5,11.4,67.5,21.1,46.0,1.3,4.2,9.8,10.5,-0.7,50.4,37.0,12.6,1.8,54.2,44.9,45.6,54.4,cafe san miguel,1,False,Religioso / devocional,,Religioso / devocional
node,2733105015,amenity,theatre,Auditorio Misericordia,-34.5997985,-58.5078803,,,,,,,,,VILLA DEVOTO,11.0,757726.0,"8,8a",13.3,63.1,58.9,"6,7a", ---,"8,2b","8,2a",28.0,"20,7a","190,195",14.1,13489.0,6.2,6.8,89.6,40.7,19.5,61.8,18.7,75.6,0.9,2.8,5.7,10.5,-4.8,31.2,50.7,18.1,2.2,39.2,48.3,60.8,39.2,auditorio misericordia,1,False,Religioso / devocional,,Religioso / devocional
node,2950081870,amenity,restaurant,La Madonnina,-34.5386039,-58.4667349,,,,,,,,,NUÑEZ,13.0,963308.0,"11,9a",11.1,65.6,62.4,"4,9a","4,0b","5,8b","5,4a",26.7,23.9,"236,723",15.0,15782.0,7.7,7.3,84.4,41.3,17.2,63.1,19.7,67.0,1.0,2.2,7.6,9.9,-2.3,37.4,47.7,14.9,2.1,41.6,51.9,57.3,42.7,la madonnina,1,False,Sin motivo claro / nombre genérico,Religioso / devocional,Religioso / devocional
node,3124920368,amenity,cafe,All Saints Café,-34.5608459,-58.4593254,Ciudad de la Paz,2300,,,https://www.allsaintscafe.com.ar/,,,,BELGRANO,13.0,963308.0,"11,9a",11.1,65.6,62.4,"4,9a","4,0b","5,8b","5,4a",26.7,23.9,"236,723",15.0,15782.0,7.7,7.3,84.4,41.3,17.2,63.1,19.7,67.0,1.0,2.2,7.6,9.9,-2.3,37.4,47.7,14.9,2.1,41.6,51.9,57.3,42.7,all saints cafe,1,False,Sin motivo claro / nombre genérico,Religioso / devocional,Religioso / devocional
node,3132406810,amenity,cafe,Café Altares,-34.5521612,-58.4707943,Núñez,2800,,,,coffee_shop,Mo-Fr 07:00-18:00; Sa-Su off,,NUÑEZ,13.0,963308.0,"11,9a",11.1,65.6,62.4,"4,9a","4,0b","5,8b","5,4a",26.7,23.9,"236,723",15.0,15782.0,7.7,7.3,84.4,41.3,17.2,63.1,19.7,67.0,1.0,2.2,7.6,9.9,-2.3,37.4,47.7,14.9,2.1,41.6,51.9,57.3,42.7,cafe altares,2,False,Sin motivo claro / nombre genérico,Religioso / devocional,Religioso / devocional
node,3188286768,amenity,restaurant,El Gran Paraiso,-34.6394019,-58.3632804,,,,,,steak,,,BOCA,4.0,573468.0,32.2,40.7,59.9,54.3,"9,3a","7,6a","11,3a","11,9a",21.1,32.5,"241,096",22.7,10621.0,7.8,11.0,92.7,35.0,24.3,62.3,13.4,64.3,1.3,5.7,8.5,8.3,0.2,29.5,41.5,29.0,2.6,31.3,43.1,68.3,31.7,el gran paraiso,1,False,Religioso / devocional,,Religioso / devocional
node,3522661993,amenity,restaurant,Santo Pizzería,-34.5807347,-58.4268681,,,,,,pizza,,,PALERMO,14.0,1028794.0,"11,9a",11.5,66.1,63.5,"4,0b", ---,"5,6b","5,4a",20.7,23.6,"227,315",15.9,14297.0,7.4,7.7,82.8,41.1,13.8,67.1,19.1,55.4,1.3,2.8,11.3,8.9,2.4,47.2,42.3,10.5,1.9,48.6,44.3,50.0,50.0,santo pizzeria,1,False,Religioso / devocional,,Religioso / devocional
node,3805648247,amenity,pub,Temple Craft Soho,-34.588021,-58.4269385,Costa Rica,4699,,,,,"Mo-Th 00:00-02:00,17:00-24:00; Tu 00:00-01:30,17:00-24:00; Fr 00:00-03:00,12:00-24:00; Sa,Su 00:00-04:00,11:00-24:00",,PALERMO,14.0,1028794.0,"11,9a",11.5,66.1,63.5,"4,0b", ---,"5,6b","5,4a",20.7,23.6,"227,315",15.9,14297.0,7.4,7.7,82.8,41.1,13.8,67.1,19.1,55.4,1.3,2.8,11.3,8.9,2.4,47.2,42.3,10.5,1.9,48.6,44.3,50.0,50.0,temple craft soho,1,False,Sin motivo claro / nombre genérico,Religioso / devocional,Religioso / devocional
node,3879289980,amenity,bar,Santísima Cervecería,-34.5810314,-58.4328846,Fitz Roy,2074,,,http://www.santisimacerveceria.com,,"Su-We 17:00-01:00, Th-Sa 17:00-02:00",,PALERMO,14.0,1028794.0,"11,9a",11.5,66.1,63.5,"4,0b", ---,"5,6b","5,4a",20.7,23.6,"227,315",15.9,14297.0,7.4,7.7,82.8,41.1,13.8,67.1,19.1,55.4,1.3,2.8,11.3,8.9,2.4,47.2,42.3,10.5,1.9,48.6,44.3,50.0,50.0,santisima cerveceria,1,False,Religioso / devocional,,Religioso / devocional
node,3968569261,amenity,bar,San Bernardo,-34.5977853,-58.4412741,,,,,,,08:00-04:00,"Café notable de la ciudad de Buenos Aires fundado en 1912. Dentro se puede jugar metegol, pool, billar y ping pong además de numerosos juegos de mesa como ajedrez, dominó o burako.",VILLA CRESPO,15.0,836539.0,"13,4a",15.6,66.3,62.5,"5,7a","6,0b","5,4b","7,9a",21.4,26.4,"182,551",14.3,12766.0,5.9,6.9,88.0,39.8,16.4,66.5,17.1,68.8,1.0,5.4,7.2,9.7,-2.5,36.1,51.3,12.6,2.1,42.6,46.1,55.9,44.1,san bernardo,1,False,Religioso / devocional,,Religioso / devocional
node,4251151893,amenity,restaurant,Santos Manjares,-34.5977111,-58.380313,Paraguay,938,,,,steak_house,Mo-Sa 11:30-00:00,,RETIRO,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,14465.0,8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8,santos manjares,1,False,Religioso / devocional,,Religioso / devocional
node,4261759800,amenity,bar,Sera de Dios,-34.6148022,-58.3711998,,,,,,,,,MONSERRAT,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,14465.0,8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8,sera de dios,1,False,Religioso / devocional,,Religioso / devocional
node,4318837523,amenity,restaurant,San Jose,-34.6289287,-58.462524,,,,,,,,,FLORES,7.0,630368.0,22.8,29.0,61.4,57.6,"6,3a","5,0b","7,7b","12,3a",20.7,27.4,"242,828",12.4,19583.0,7.9,6.0,89.9,37.7,21.2,62.5,16.3,67.3,1.2,6.4,7.7,8.8,-1.2,33.0,51.1,15.9,2.5,30.0,49.4,69.8,30.2,san jose,2,False,Religioso / devocional,,Religioso / devocional
node,4520034604,amenity,restaurant,San Antonio,-34.6315447,-58.4161492,,,,,,pizza,,,BOEDO,5.0,859444.0,"12,7a",13.7,68.1,64.4,"5,5a","4,5b","6,3b","5,6a",20.1,"16,7a","187,991",6.7,28058.0,6.1,3.3,85.8,40.3,17.2,64.7,18.1,57.7,0.9,4.2,6.2,9.8,-3.6,42.6,44.4,13.0,2.1,43.4,47.5,56.4,43.6,san antonio,1,False,Religioso / devocional,,Religioso / devocional
node,4656998124,amenity,cafe,Cafe Altares,-34.6111225,-58.4644923,,,,,,,,,VILLA GRAL. MITRE,11.0,757726.0,"8,8a",13.3,63.1,58.9,"6,7a", ---,"8,2b","8,2a",28.0,"20,7a","190,195",14.1,13489.0,6.2,6.8,89.6,40.7,19.5,61.8,18.7,75.6,0.9,2.8,5.7,10.5,-4.8,31.2,50.7,18.1,2.2,39.2,48.3,60.8,39.2,cafe altares,2,False,Sin motivo claro / nombre genérico,Religioso / devocional,Religioso / devocional
node,4658087570,amenity,restaurant,Santa Rita,-34.6118494,-58.4812998,Avenida Nazca,,,,,pizza,,,VILLA SANTA RITA,11.0,757726.0,"8,8a",13.3,63.1,58.9,"6,7a", ---,"8,2b","8,2a",28.0,"20,7a","190,195",14.1,13489.0,6.2,6.8,89.6,40.7,19.5,61.8,18.7,75.6,0.9,2.8,5.7,10.5,-4.8,31.2,50.7,18.1,2.2,39.2,48.3,60.8,39.2,santa rita,2,False,Religioso / devocional,,Religioso / devocional
node,4669989798,amenity,restaurant,San Cayetano,-34.5968692,-58.4145457,José Antonio Cabrera,,,,,,,,RECOLETA,2.0,1046451.0,17.0,15.7,64.5,61.8,"4,2b", ---,"5,6b","6,5a",19.6,25.5,"149,345",6.3,23706.0,4.8,3.1,80.5,42.5,11.4,67.5,21.1,46.0,1.3,4.2,9.8,10.5,-0.7,50.4,37.0,12.6,1.8,54.2,44.9,45.6,54.4,san cayetano,8,True,Religioso / devocional,,Religioso / devocional
node,4670184638,amenity,restaurant,San Luca,-34.6096122,-58.3637808,,,,,,pizza,,,PUERTO MADERO,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,14465.0,8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8,san luca,1,False,Religioso / devocional,,Religioso / devocional
node,4673431795,amenity,restaurant,Santo Domingo,-34.6128713,-58.3753693,,,,,,,,,MONSERRAT,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,14465.0,8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8,santo domingo,1,False,Religioso / devocional,,Religioso / devocional
node,4675203182,amenity,cafe,La Nueva San Agustín,-34.5832443,-58.4022345,,,,,,,,,PALERMO,14.0,1028794.0,"11,9a",11.5,66.1,63.5,"4,0b", ---,"5,6b","5,4a",20.7,23.6,"227,315",15.9,14297.0,7.4,7.7,82.8,41.1,13.8,67.1,19.1,55.4,1.3,2.8,11.3,8.9,2.4,47.2,42.3,10.5,1.9,48.6,44.3,50.0,50.0,la nueva san agustin,1,False,Religioso / devocional,,Religioso / devocional
node,4675262363,amenity,cafe,Santa Cafe,-34.6117761,-58.3779396,Moreno,820,,,,,,,MONSERRAT,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,14465.0,8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8,santa cafe,2,False,Religioso / devocional,,Religioso / devocional
node,4677312663,amenity,cafe,Cafe San Juan,-34.616121,-58.3728011,,,,,,,,,SAN TELMO,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,14465.0,8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8,cafe san juan,2,False,Religioso / devocional,,Religioso / devocional
node,4684267349,amenity,restaurant,Santa Teresita,-34.6538759,-58.5191496,Carhué,,,,,,,,MATADEROS,9.0,605610.0,"24,0a",28.2,60.8,56.6,"6,9a","6,4b","7,4b","9,3a",25.6,34.4,"171,839",16.6,10352.0,5.6,8.1,94.4,38.4,19.7,63.2,17.1,68.7,1.1,8.2,6.5,9.9,-3.5,30.2,48.9,20.9,2.6,26.6,47.0,72.7,27.3,santa teresita,1,False,Religioso / devocional,,Religioso / devocional
node,4693050032,amenity,cafe,Las Delicias San Juan,-34.6254233,-58.4148629,Avenida San Juan,,,,,,,,BOEDO,5.0,859444.0,"12,7a",13.7,68.1,64.4,"5,5a","4,5b","6,3b","5,6a",20.1,"16,7a","187,991",6.7,28058.0,6.1,3.3,85.8,40.3,17.2,64.7,18.1,57.7,0.9,4.2,6.2,9.8,-3.6,42.6,44.4,13.0,2.1,43.4,47.5,56.4,43.6,las delicias san juan,1,False,Religioso / devocional,,Religioso / devocional
node,4698973811,amenity,cafe,Santa Cafe,-34.6116868,-58.3777866,Moreno,818,,,,,,,MONSERRAT,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,14465.0,8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8,santa cafe,2,False,Religioso / devocional,,Religioso / devocional
node,4699907320,amenity,restaurant,Las Nazarenas,-34.5947592,-58.3734669,Reconquista,1132,,,,meat,,,RETIRO,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,14465.0,8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8,las nazarenas,1,False,Sin motivo claro / nombre genérico,Religioso / devocional,Religioso / devocional
node,4704335829,amenity,restaurant,Cafe San Juan,-34.6220044,-58.3721799,Avenida San Juan,,,,,,,,SAN TELMO,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,14465.0,8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8,cafe san juan,2,False,Religioso / devocional,,Religioso / devocional
node,4708554092,amenity,restaurant,Misericordia,-34.6320173,-58.4565178,Camacuá,,,,,pasta,,,FLORES,7.0,630368.0,22.8,29.0,61.4,57.6,"6,3a","5,0b","7,7b","12,3a",20.7,27.4,"242,828",12.4,19583.0,7.9,6.0,89.9,37.7,21.2,62.5,16.3,67.3,1.2,6.4,7.7,8.8,-1.2,33.0,51.1,15.9,2.5,30.0,49.4,69.8,30.2,misericordia,1,False,Religioso / devocional,,Religioso / devocional
node,4764182876,amenity,cafe,CONFITERÍA SAN MIGUEL,-34.6030537,-58.4239913,Avenida Corrientes,4104,,,,,,,ALMAGRO,5.0,859444.0,"12,7a",13.7,68.1,64.4,"5,5a","4,5b","6,3b","5,6a",20.1,"16,7a","187,991",6.7,28058.0,6.1,3.3,85.8,40.3,17.2,64.7,18.1,57.7,0.9,4.2,6.2,9.8,-3.6,42.6,44.4,13.0,2.1,43.4,47.5,56.4,43.6,confiteria san miguel,1,False,Religioso / devocional,,Religioso / devocional
node,5852321569,amenity,restaurant,No Tan Santos,-34.5753438,-58.4725964,La Pampa,4279,,,,grill;argentinian,Mo-Su 10:00-24:00,,VILLA URQUIZA,12.0,864081.0,"8,6a","8,4a",63.5,60.1,"5,4a", ---,"7,5b","6,2a","18,7a","21,4a","215,442",15.7,13722.0,7.0,7.6,88.4,40.2,18.4,63.5,18.1,65.5,1.0,5.6,6.8,9.4,-2.6,35.8,49.7,14.5,2.2,37.9,51.0,61.4,38.6,no tan santos,1,False,Religioso / devocional,,Religioso / devocional
node,6285188285,amenity,restaurant,San Telmo Shokudo,-34.6186552,-58.3715375,Defensa,910,,,,japanese,"We-Mo 12:00-16:00, 19:00-23:55",,SAN TELMO,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,14465.0,8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8,san telmo shokudo,1,False,Religioso / devocional,,Religioso / devocional
node,6477305186,amenity,bar,Temple,-34.6074785,-58.3663042,Juana Manuela Gorriti,,,,,,,,PUERTO MADERO,1.0,694384.0,26.8,35.5,66.5,62.3,"6,2a","4,6b","8,1a","9,1a",23.9,32.8,"258,922",17.9,14465.0,8.4,8.7,101.2,37.8,18.2,66.9,14.9,47.4,1.1,5.6,8.1,7.2,0.9,37.3,40.6,22.1,2.6,24.4,53.1,73.2,26.8,temple,7,True,Sin motivo claro / nombre genérico,Religioso / devocional,Religioso / devocional
node,6507285682,amenity,restaurant,San Gennaro,-34.5546588,-58.4392168,,,,,,,,,BELGRANO,13.0,963308.0,"11,9a",11.1,65.6,62.4,"4,9a","4,0b","5,8b","5,4a",26.7,23.9,"236,723",15.0,15782.0,7.7,7.3,84.4,41.3,17.2,63.1,19.7,67.0,1.0,2.2,7.6,9.9,-2.3,37.4,47.7,14.9,2.1,41.6,51.9,57.3,42.7,san gennaro,1,False,Religioso / devocional,,Religioso / devocional
node,7040015287,amenity,theatre,Santos,-34.5886361,-58.4499041,Santos Dumont,4040,,,,,,,CHACARITA,15.0,836539.0,"13,4a",15.6,66.3,62.5,"5,7a","6,0b","5,4b","7,9a",21.4,26.4,"182,551",14.3,12766.0,5.9,6.9,88.0,39.8,16.4,66.5,17.1,68.8,1.0,5.4,7.2,9.7,-2.5,36.1,51.3,12.6,2.1,42.6,46.1,55.9,44.1,santos,1,False,Religioso / devocional,,Religioso / devocional
node,7040034287,amenity,restaurant,Santa Inés,-34.5927262,-58.4677729,Ávalos,360,,,,,,,PATERNAL,15.0,836539.0,"13,4a",15.6,66.3,62.5,"5,7a","6,0b","5,4b","7,9a",21.4,26.4,"182,551",14.3,12766.0,5.9,6.9,88.0,39.8,16.4,66.5,17.1,68.8,1.0,5.4,7.2,9.7,-2.5,36.1,51.3,12.6,2.1,42.6,46.1,55.9,44.1,santa ines,1,False,Religioso / devocional,,Religioso / devocional
node,7715441597,amenity,restaurant,Zion,-34.6361174,-58.5227472,,,,,,,,,LINIERS,9.0,605610.0,"24,0a",28.2,60.8,56.6,"6,9a","6,4b","7,4b","9,3a",25.6,34.4,"171,839",16.6,10352.0,5.6,8.1,94.4,38.4,19.7,63.2,17.1,68.7,1.1,8.2,6.5,9.9,-3.5,30.2,48.9,20.9,2.6,26.6,47.0,72.7,27.3,zion,2,False,Religioso / devocional,,Religioso / devocional
node,7770644195,amenity,cafe,San José,-34.6166393,-58.5282863,,,,,,,,,VILLA REAL,10.0,678784.0,"14,0a",17.5,58.4,56.1,"3,9b", ---,"6,1b","11,0a",21.5,24.2,"170,859",12.6,13560.0,5.5,6.1,88.8,39.6,19.8,62.0,18.2,75.2,1.0,5.1,6.1,10.0,-3.9,30.0,53.2,16.8,2.5,23.6,60.9,76.2,23.8,san jose,2,False,Religioso / devocional,,Religioso / devocional
