name,regex_label
Fan de Pan,Sin motivo claro / nombre genérico
Farandula,Sin motivo claro / nombre genérico
Farfalla,Sin motivo claro / nombre genérico
Faricci,Sin motivo claro / nombre genérico
Faricci,Sin motivo claro / nombre genérico
Farinelli,Sin motivo claro / nombre genérico
Faro de Ons,Sin motivo claro / nombre genérico
Fauno´ss,Sin motivo claro / nombre genérico
Fava,Sin motivo claro / nombre genérico
Fayer,Sin motivo claro / nombre genérico
Fea,Sin motivo claro / nombre genérico
Federico,Sin motivo claro / nombre genérico
Federico,Sin motivo claro / nombre genérico
Felicia,Sin motivo claro / nombre genérico
Felicidad,Sin motivo claro / nombre genérico
Fenicia,Sin motivo claro / nombre genérico
Fervor,Sin motivo claro / nombre genérico
Fetiche Libros,Sin motivo claro / nombre genérico
Fiambreria,Sin motivo claro / nombre genérico
"Fiambreria ""Pelu""",Sin motivo claro / nombre genérico
Fiambreria Ale Ale,Sin motivo claro / nombre genérico
Fiambres & Quesos,Sin motivo claro / nombre genérico
Figueroa,Sin motivo claro / nombre genérico
Filippa,Sin motivo claro / nombre genérico
Filo,Sin motivo claro / nombre genérico
Filo Restaurante,Sin motivo claro / nombre genérico
Fiore,Sin motivo claro / nombre genérico
Fiorire,Sin motivo claro / nombre genérico
First Padel Center,Sin motivo claro / nombre genérico
FitoGraf,Sin motivo claro / nombre genérico
Flipa,Sin motivo claro / nombre genérico
Florencia,Sin motivo claro / nombre genérico
Florencio,Sin motivo claro / nombre genérico
Florería Atlántico,Sin motivo claro / nombre genérico
Florida,Sin motivo claro / nombre genérico
Florida 165,Sin motivo claro / nombre genérico
Foja Cero,Sin motivo claro / nombre genérico
Fondo de Cultura Económica,Sin motivo claro / nombre genérico
Food Time,Sin motivo claro / nombre genérico
Forma,Sin motivo claro / nombre genérico
Found,Sin motivo claro / nombre genérico
Franca,Sin motivo claro / nombre genérico
Francesa,Sin motivo claro / nombre genérico
Francesco,Sin motivo claro / nombre genérico
Francoparma,Sin motivo claro / nombre genérico
Frankie 400,Sin motivo claro / nombre genérico
Frano,Sin motivo claro / nombre genérico
Fraterno,Sin motivo claro / nombre genérico
Fraterno,Sin motivo claro / nombre genérico
Freda,Sin motivo claro / nombre genérico
Fredy,Sin motivo claro / nombre genérico
Fresca,Sin motivo claro / nombre genérico
Fresh Kitchen Bar,Sin motivo claro / nombre genérico
Frida,Sin motivo claro / nombre genérico
Fritz,Sin motivo claro / nombre genérico
Fruto - Café de Especialidad,Sin motivo claro / nombre genérico
Fuego Pizza del Mundo,Sin motivo claro / nombre genérico
Fuegos y Vinos,Sin motivo claro / nombre genérico
Fuerza Bruta,Sin motivo claro / nombre genérico
Fugazi,Sin motivo claro / nombre genérico
Fukuro Noodle bar,Sin motivo claro / nombre genérico
Fulgor Café,Sin motivo claro / nombre genérico
Full,Sin motivo claro / nombre genérico
Full,Sin motivo claro / nombre genérico
Full City Coffeehouse,Sin motivo claro / nombre genérico
Funny,Sin motivo claro / nombre genérico
Fuoco,Sin motivo claro / nombre genérico
Furchi,Sin motivo claro / nombre genérico
Furia,Sin motivo claro / nombre genérico
Fábrica de Café,Sin motivo claro / nombre genérico
Fábrica de Pizzas,Sin motivo claro / nombre genérico
Féca,Sin motivo claro / nombre genérico
Féca,Sin motivo claro / nombre genérico
Félix,Sin motivo claro / nombre genérico
GITAN Café,Sin motivo claro / nombre genérico
Gabriel Libros,Sin motivo claro / nombre genérico
Gaby,Sin motivo claro / nombre genérico
Gala,Sin motivo claro / nombre genérico
Galerna,Sin motivo claro / nombre genérico
Galerna,Sin motivo claro / nombre genérico
Galia,Sin motivo claro / nombre genérico
Gallego,Sin motivo claro / nombre genérico
Galpon Plaza,Sin motivo claro / nombre genérico
Galpon de Guevara,Sin motivo claro / nombre genérico
Gamas,Sin motivo claro / nombre genérico
Gamas,Sin motivo claro / nombre genérico
Gamas,Sin motivo claro / nombre genérico
Gambito de Alfil,Sin motivo claro / nombre genérico
Gandalf,Sin motivo claro / nombre genérico
Gandhi,Sin motivo claro / nombre genérico
Ganesha - Arts & Pizza,Sin motivo claro / nombre genérico
Garage Bar,Sin motivo claro / nombre genérico
Garbis,Sin motivo claro / nombre genérico
Garcia,Sin motivo claro / nombre genérico
Garcia Castro,Sin motivo claro / nombre genérico
Gardel,Sin motivo claro / nombre genérico
Garibaldi,Sin motivo claro / nombre genérico
Gavilan,Sin motivo claro / nombre genérico
Gayena,Sin motivo claro / nombre genérico
Gello,Sin motivo claro / nombre genérico
Genk,Sin motivo claro / nombre genérico
Gepetto,Sin motivo claro / nombre genérico
Ghirardelli Café | Café de Especialidad,Sin motivo claro / nombre genérico
Gian D,Sin motivo claro / nombre genérico
Gibraltar,Sin motivo claro / nombre genérico
Gigi Pappy,Sin motivo claro / nombre genérico
Gijon,Sin motivo claro / nombre genérico
Gilmour Bar,Sin motivo claro / nombre genérico
Ginko,Sin motivo claro / nombre genérico
Giusseppe Vicenti,Sin motivo claro / nombre genérico
Glumy,Sin motivo claro / nombre genérico
Go Bar,Sin motivo claro / nombre genérico
Go in!,Sin motivo claro / nombre genérico
Gontran Cherrier,Sin motivo claro / nombre genérico
Gonzalez,Sin motivo claro / nombre genérico
Gonzalo,Sin motivo claro / nombre genérico
Gordo Chanta,Sin motivo claro / nombre genérico
Gorgias,Sin motivo claro / nombre genérico
Gota,Sin motivo claro / nombre genérico
Gott,Sin motivo claro / nombre genérico
Gout,Sin motivo claro / nombre genérico
Goya,Sin motivo claro / nombre genérico
Gracias Madre,Sin motivo claro / nombre genérico
Gran Bar Danzón,Sin motivo claro / nombre genérico
Gran Dabbang,Sin motivo claro / nombre genérico
Gran Norte,Sin motivo claro / nombre genérico
Grand Café,Sin motivo claro / nombre genérico
Grandi,Sin motivo claro / nombre genérico
Granja y Fiambreria,Sin motivo claro / nombre genérico
Gratto,Sin motivo claro / nombre genérico
Graziano,Sin motivo claro / nombre genérico
Greta,Sin motivo claro / nombre genérico
Gros Café,Sin motivo claro / nombre genérico
Growlers,Sin motivo claro / nombre genérico
Growlers,Sin motivo claro / nombre genérico
Growlers craft beer,Sin motivo claro / nombre genérico
Gualicho,Sin motivo claro / nombre genérico
Guber,Sin motivo claro / nombre genérico
Gusto,Sin motivo claro / nombre genérico
Gustó Café,Sin motivo claro / nombre genérico
Génesis,Sin motivo claro / nombre genérico
Gökotta,Sin motivo claro / nombre genérico
Güerrín,Sin motivo claro / nombre genérico
HANA Poke & Bar,Sin motivo claro / nombre genérico
HD Libros,Sin motivo claro / nombre genérico
HIT,Sin motivo claro / nombre genérico
Hache,Sin motivo claro / nombre genérico
Haiku,Sin motivo claro / nombre genérico
Hakka,Sin motivo claro / nombre genérico
Haku Mikhuq,Sin motivo claro / nombre genérico
Halina,Sin motivo claro / nombre genérico
Harmony Bar & Restaurante,Sin motivo claro / nombre genérico
Hasta Trilce,Sin motivo claro / nombre genérico
Hasta la Masa,Sin motivo claro / nombre genérico
Havana,Sin motivo claro / nombre genérico
Havana,Sin motivo claro / nombre genérico
Havanna,Sin motivo claro / nombre genérico
Havanna,Sin motivo claro / nombre genérico
Havanna,Sin motivo claro / nombre genérico
Havanna,Sin motivo claro / nombre genérico
Havanna,Sin motivo claro / nombre genérico
Havanna,Sin motivo claro / nombre genérico
Havanna,Sin motivo claro / nombre genérico
Havanna,Sin motivo claro / nombre genérico
Havanna,Sin motivo claro / nombre genérico
Havanna,Sin motivo claro / nombre genérico
Havanna,Sin motivo claro / nombre genérico
Havanna,Sin motivo claro / nombre genérico
Havanna,Sin motivo claro / nombre genérico
Havanna,Sin motivo claro / nombre genérico
Havanna,Sin motivo claro / nombre genérico
Havanna,Sin motivo claro / nombre genérico
Havanna,Sin motivo claro / nombre genérico
Havanna,Sin motivo claro / nombre genérico
Havanna,Sin motivo claro / nombre genérico
Havanna,Sin motivo claro / nombre genérico
Havanna,Sin motivo claro / nombre genérico
Havanna,Sin motivo claro / nombre genérico
Havanna,Sin motivo claro / nombre genérico
Havanna,Sin motivo claro / nombre genérico
Havanna,Sin motivo claro / nombre genérico
Havanna,Sin motivo claro / nombre genérico
Havanna,Sin motivo claro / nombre genérico
Havanna,Sin motivo claro / nombre genérico
Havanna,Sin motivo claro / nombre genérico
Havanna,Sin motivo claro / nombre genérico
Havanna,Sin motivo claro / nombre genérico
Havanna,Sin motivo claro / nombre genérico
Havanna,Sin motivo claro / nombre genérico
Havanna,Sin motivo claro / nombre genérico
Havanna,Sin motivo claro / nombre genérico
Havanna,Sin motivo claro / nombre genérico
Havanna,Sin motivo claro / nombre genérico
Havanna,Sin motivo claro / nombre genérico
Havanna,Sin motivo claro / nombre genérico
Havanna,Sin motivo claro / nombre genérico
Havanna,Sin motivo claro / nombre genérico
Havanna,Sin motivo claro / nombre genérico
Havanna,Sin motivo claro / nombre genérico
Havanna,Sin motivo claro / nombre genérico
Havanna,Sin motivo claro / nombre genérico
Havanna,Sin motivo claro / nombre genérico
Havanna,Sin motivo claro / nombre genérico
Havanna,Sin motivo claro / nombre genérico
Havanna,Sin motivo claro / nombre genérico
Havanna,Sin motivo claro / nombre genérico
Havanna,Sin motivo claro / nombre genérico
Havanna,Sin motivo claro / nombre genérico
Havanna,Sin motivo claro / nombre genérico
Havanna,Sin motivo claro / nombre genérico
Havanna,Sin motivo claro / nombre genérico
Havanna,Sin motivo claro / nombre genérico
Havanna,Sin motivo claro / nombre genérico
Havanna,Sin motivo claro / nombre genérico
Havanna,Sin motivo claro / nombre genérico
Havanna,Sin motivo claro / nombre genérico
Havanna,Sin motivo claro / nombre genérico
Havanna,Sin motivo claro / nombre genérico
Havanna,Sin motivo claro / nombre genérico
Havanna,Sin motivo claro / nombre genérico
Havanna,Sin motivo claro / nombre genérico
Havanna,Sin motivo claro / nombre genérico
Havanna,Sin motivo claro / nombre genérico
Havanna,Sin motivo claro / nombre genérico
Havanna,Sin motivo claro / nombre genérico
Hawaii Love Bar,Sin motivo claro / nombre genérico
Heladería Artesanal Premium,Sin motivo claro / nombre genérico
"Heladería y Cafetería ""Fausto""",Sin motivo claro / nombre genérico
Helados & Cafe,Sin motivo claro / nombre genérico
Helka wine bar,Sin motivo claro / nombre genérico
Hercules,Sin motivo claro / nombre genérico
Hereford,Sin motivo claro / nombre genérico
Hereford,Sin motivo claro / nombre genérico
Herman,Sin motivo claro / nombre genérico
Hernández,Sin motivo claro / nombre genérico
Hierbabuena,Sin motivo claro / nombre genérico
Hierro,Sin motivo claro / nombre genérico
Hipólito,Sin motivo claro / nombre genérico
Hiro,Sin motivo claro / nombre genérico
Hispano,Sin motivo claro / nombre genérico
Hobby,Sin motivo claro / nombre genérico
Hobby,Sin motivo claro / nombre genérico
Hoboken,Sin motivo claro / nombre genérico
Holm Bar,Sin motivo claro / nombre genérico
Honorio,Sin motivo claro / nombre genérico
Horacio,Sin motivo claro / nombre genérico
Horus,Sin motivo claro / nombre genérico
Hot,Sin motivo claro / nombre genérico
Hoyts,Sin motivo claro / nombre genérico
Huacho,Sin motivo claro / nombre genérico
Huacho Fuegos,Sin motivo claro / nombre genérico
"Humboldt 2266, 1A",Sin motivo claro / nombre genérico
Hunter Bier,Sin motivo claro / nombre genérico
Hygge Café,Sin motivo claro / nombre genérico
Hábito Café,Sin motivo claro / nombre genérico
Härlig,Sin motivo claro / nombre genérico
Hönecker boutique de chocolates,Sin motivo claro / nombre genérico
I.P.A.,Sin motivo claro / nombre genérico
IDL,Sin motivo claro / nombre genérico
IPA Cervecería,Sin motivo claro / nombre genérico
ITACA complejo teatral,Sin motivo claro / nombre genérico
Iberia,Sin motivo claro / nombre genérico
Ibérica,Sin motivo claro / nombre genérico
Ibérico,Sin motivo claro / nombre genérico
Iceland,Sin motivo claro / nombre genérico
Iceland,Sin motivo claro / nombre genérico
Ifigenia Café Literario,Sin motivo claro / nombre genérico
Impala,Sin motivo claro / nombre genérico
Imperial II,Sin motivo claro / nombre genérico
Imperio,Sin motivo claro / nombre genérico
Infekted,Sin motivo claro / nombre genérico
Instancopy,Sin motivo claro / nombre genérico
Intanto,Sin motivo claro / nombre genérico
Ioshek,Sin motivo claro / nombre genérico
Ipolitina pizza,Sin motivo claro / nombre genérico
Irifune,Sin motivo claro / nombre genérico
Iris,Sin motivo claro / nombre genérico
Irish,Sin motivo claro / nombre genérico
Irish Bakers,Sin motivo claro / nombre genérico
Iru Vermu,Sin motivo claro / nombre genérico
Iruya,Sin motivo claro / nombre genérico
Isabella,Sin motivo claro / nombre genérico
Isidro Mercadito y Picoteo,Sin motivo claro / nombre genérico
Isla de Capri,Sin motivo claro / nombre genérico
Ispica,Sin motivo claro / nombre genérico
Itati,Sin motivo claro / nombre genérico
J.W. Bradley,Sin motivo claro / nombre genérico
JC,Sin motivo claro / nombre genérico
Jack the Ripper,Sin motivo claro / nombre genérico
Jamonería y Quesería del Virrey,Sin motivo claro / nombre genérico
Jamuy Kayman,Sin motivo claro / nombre genérico
Jamón del Medio,Sin motivo claro / nombre genérico
Janio,Sin motivo claro / nombre genérico
Jasmin,Sin motivo claro / nombre genérico
Jeju,Sin motivo claro / nombre genérico
Jekyll,Sin motivo claro / nombre genérico
Jerome,Sin motivo claro / nombre genérico
Jerome,Sin motivo claro / nombre genérico
Jerome - The Beer Republic,Sin motivo claro / nombre genérico
Jerome Palermo Hollywood,Sin motivo claro / nombre genérico
Jimbo,Sin motivo claro / nombre genérico
Jimena Fuster,Sin motivo claro / nombre genérico
Jiro,Sin motivo claro / nombre genérico
Jisu,Sin motivo claro / nombre genérico
Johann,Sin motivo claro / nombre genérico
Johnatan,Sin motivo claro / nombre genérico
Jornal,Sin motivo claro / nombre genérico
Josefa,Sin motivo claro / nombre genérico
Josefina,Sin motivo claro / nombre genérico
Juan Pablo Refetto,Sin motivo claro / nombre genérico
Juan Pedro Caballero,Sin motivo claro / nombre genérico
Juan S.,Sin motivo claro / nombre genérico
Juan Salvador,Sin motivo claro / nombre genérico
Juan Valdez Café,Sin motivo claro / nombre genérico
Juan Valdéz Café,Sin motivo claro / nombre genérico
Juani Café,Sin motivo claro / nombre genérico
Juanito,Sin motivo claro / nombre genérico
Judhi,Sin motivo claro / nombre genérico
Junin,Sin motivo claro / nombre genérico
Juntos Hasta El Final,Sin motivo claro / nombre genérico
Jussto,Sin motivo claro / nombre genérico
Júcaro,Sin motivo claro / nombre genérico
KEK pastelería & co.,Sin motivo claro / nombre genérico
KEL Ediciones,Sin motivo claro / nombre genérico
KEL Ediciones,Sin motivo claro / nombre genérico
KEL Ediciones,Sin motivo claro / nombre genérico
KEL Ediciones,Sin motivo claro / nombre genérico
KIF,Sin motivo claro / nombre genérico
Kaido,Sin motivo claro / nombre genérico
Kainos,Sin motivo claro / nombre genérico
Kainos,Sin motivo claro / nombre genérico
Kaiteki,Sin motivo claro / nombre genérico
Kajue Café,Sin motivo claro / nombre genérico
Kalimera Kafes,Sin motivo claro / nombre genérico
Kalimnnos,Sin motivo claro / nombre genérico
Kalimnos,Sin motivo claro / nombre genérico
Kalimnos,Sin motivo claro / nombre genérico
Kansas,Sin motivo claro / nombre genérico
Katsu,Sin motivo claro / nombre genérico
Kefi,Sin motivo claro / nombre genérico
Kekomemos,Sin motivo claro / nombre genérico
Keller,Sin motivo claro / nombre genérico
Keller Bier,Sin motivo claro / nombre genérico
Keller Serrano,Sin motivo claro / nombre genérico
Kellers,Sin motivo claro / nombre genérico
Kenitos,Sin motivo claro / nombre genérico
Kentuchy,Sin motivo claro / nombre genérico
Kentuky,Sin motivo claro / nombre genérico
Keops,Sin motivo claro / nombre genérico
Kersen,Sin motivo claro / nombre genérico
Kika,Sin motivo claro / nombre genérico
Kiku,Sin motivo claro / nombre genérico
Kilo Gourmet,Sin motivo claro / nombre genérico
Kipimax,Sin motivo claro / nombre genérico
Kismet,Sin motivo claro / nombre genérico
Klawer,Sin motivo claro / nombre genérico
Konu,Sin motivo claro / nombre genérico
Kooperation BAs,Sin motivo claro / nombre genérico
Kopi,Sin motivo claro / nombre genérico
Kopi,Sin motivo claro / nombre genérico
Kopi,Sin motivo claro / nombre genérico
Kopi,Sin motivo claro / nombre genérico
Kopi Cafe,Sin motivo claro / nombre genérico
Kosten Suess,Sin motivo claro / nombre genérico
Kowloon,Sin motivo claro / nombre genérico
Kraken Bar,Sin motivo claro / nombre genérico
Krill,Sin motivo claro / nombre genérico
Krishna Veggie,Sin motivo claro / nombre genérico
Krop,Sin motivo claro / nombre genérico
Kumo,Sin motivo claro / nombre genérico
Kuro Kuma,Sin motivo claro / nombre genérico
Kyodo,Sin motivo claro / nombre genérico
Küne,Sin motivo claro / nombre genérico
L'Abeille,Sin motivo claro / nombre genérico
L'Artigiano,Sin motivo claro / nombre genérico
LABA café,Sin motivo claro / nombre genérico
LTA,Sin motivo claro / nombre genérico
La Academia,Sin motivo claro / nombre genérico
La Alacena,Sin motivo claro / nombre genérico
La Alacena Pastificio,Sin motivo claro / nombre genérico
La Aldea,Sin motivo claro / nombre genérico
La Americana,Sin motivo claro / nombre genérico
La Americana,Sin motivo claro / nombre genérico
La Americana,Sin motivo claro / nombre genérico
La Americana,Sin motivo claro / nombre genérico
La Amistad,Sin motivo claro / nombre genérico
La Armonia,Sin motivo claro / nombre genérico
La Artesana,Sin motivo claro / nombre genérico
La Artesanal,Sin motivo claro / nombre genérico
La Atenas de Cuba,Sin motivo claro / nombre genérico
La Aurora,Sin motivo claro / nombre genérico
La Azulada,Sin motivo claro / nombre genérico
La Baita,Sin motivo claro / nombre genérico
La Bambola,Sin motivo claro / nombre genérico
La Bandurria,Sin motivo claro / nombre genérico
La Barcelonesa,Sin motivo claro / nombre genérico
La Barcelonesa,Sin motivo claro / nombre genérico
La Barcelonesa,Sin motivo claro / nombre genérico
La Barcelonesa,Sin motivo claro / nombre genérico
La Barra,Sin motivo claro / nombre genérico
La Bartola de Barracas,Sin motivo claro / nombre genérico
La Bartola de Barracas,Sin motivo claro / nombre genérico
La Bataraza,Sin motivo claro / nombre genérico
La Bistecca,Sin motivo claro / nombre genérico
La Blanquita (Nacional y Popular),Sin motivo claro / nombre genérico
La Bohemia,Sin motivo claro / nombre genérico
La Bohemia,Sin motivo claro / nombre genérico
La Bonita,Sin motivo claro / nombre genérico
La Boqueria,Sin motivo claro / nombre genérico
La Buena Cocina,Sin motivo claro / nombre genérico
La Buena Nueva,Sin motivo claro / nombre genérico
La Caballeriza,Sin motivo claro / nombre genérico
La Caballeriza,Sin motivo claro / nombre genérico
La Cabaña,Sin motivo claro / nombre genérico
La Cabaña Sorianita,Sin motivo claro / nombre genérico
La Cabrera,Sin motivo claro / nombre genérico
La Cabrera,Sin motivo claro / nombre genérico
La Cabrera Norte,Sin motivo claro / nombre genérico
La Cacerola de Monserrat,Sin motivo claro / nombre genérico
La Cafería,Sin motivo claro / nombre genérico
La Calle,Sin motivo claro / nombre genérico
La Camorra,Sin motivo claro / nombre genérico
La Camorra,Sin motivo claro / nombre genérico
La Canasta de Juan,Sin motivo claro / nombre genérico
La Canastita,Sin motivo claro / nombre genérico
La Cantona,Sin motivo claro / nombre genérico
La Capital,Sin motivo claro / nombre genérico
La Capital,Sin motivo claro / nombre genérico
La Capital,Sin motivo claro / nombre genérico
La Carmela,Sin motivo claro / nombre genérico
La Carnicería,Sin motivo claro / nombre genérico
La Cason,Sin motivo claro / nombre genérico
La Casona de Guss,Sin motivo claro / nombre genérico
La Casona de L' Abuela,Sin motivo claro / nombre genérico
La Catalana,Sin motivo claro / nombre genérico
La Catedra,Sin motivo claro / nombre genérico
La Causa Nikkei,Sin motivo claro / nombre genérico
La Cava Jufre,Sin motivo claro / nombre genérico
La Cañada,Sin motivo claro / nombre genérico
La Cañita,Sin motivo claro / nombre genérico
La Celeste,Sin motivo claro / nombre genérico
La Central Chacabuco,Sin motivo claro / nombre genérico
La Cerrajeria,Sin motivo claro / nombre genérico
La Chaca,Sin motivo claro / nombre genérico
La Chispa,Sin motivo claro / nombre genérico
La Choppería de Palermo,Sin motivo claro / nombre genérico
La Choza,Sin motivo claro / nombre genérico
La Cigüeña,Sin motivo claro / nombre genérico
La Cocina,Sin motivo claro / nombre genérico
La Cocina de Virrey,Sin motivo claro / nombre genérico
La Colmena,Sin motivo claro / nombre genérico
La Colonia,Sin motivo claro / nombre genérico
La Colonial,Sin motivo claro / nombre genérico
La Colorada,Sin motivo claro / nombre genérico
La Comarca,Sin motivo claro / nombre genérico
La Comarca,Sin motivo claro / nombre genérico
La Comedia,Sin motivo claro / nombre genérico
La Continental,Sin motivo claro / nombre genérico
La Continental,Sin motivo claro / nombre genérico
La Continental,Sin motivo claro / nombre genérico
La Continental,Sin motivo claro / nombre genérico
La Continental,Sin motivo claro / nombre genérico
La Continental,Sin motivo claro / nombre genérico
La Coqueta,Sin motivo claro / nombre genérico
La Coqueta,Sin motivo claro / nombre genérico
La Coqueta,Sin motivo claro / nombre genérico
La Corona,Sin motivo claro / nombre genérico
La Crespo,Sin motivo claro / nombre genérico
La Cueva,Sin motivo claro / nombre genérico
La Cueva,Sin motivo claro / nombre genérico
La De Toto,Sin motivo claro / nombre genérico
La Delicia,Sin motivo claro / nombre genérico
La Dignidas,Sin motivo claro / nombre genérico
La Dolfina,Sin motivo claro / nombre genérico
La Dolly,Sin motivo claro / nombre genérico
La Dorita,Sin motivo claro / nombre genérico
La Dorita,Sin motivo claro / nombre genérico
La Dorita,Sin motivo claro / nombre genérico
La Dorita,Sin motivo claro / nombre genérico
La Dulzura,Sin motivo claro / nombre genérico
La Embajada,Sin motivo claro / nombre genérico
La Emiliana,Sin motivo claro / nombre genérico
La Entrerriana,Sin motivo claro / nombre genérico
La Escondida,Sin motivo claro / nombre genérico
La Escuela,Sin motivo claro / nombre genérico
La Esmeralda,Sin motivo claro / nombre genérico
La Española,Sin motivo claro / nombre genérico
La Estación,Sin motivo claro / nombre genérico
La Estación de Facturas,Sin motivo claro / nombre genérico
La Estancia,Sin motivo claro / nombre genérico
La Estancia,Sin motivo claro / nombre genérico
La Estancia,Sin motivo claro / nombre genérico
La Exposicion,Sin motivo claro / nombre genérico
La Exposición,Sin motivo claro / nombre genérico
La Exposición,Sin motivo claro / nombre genérico
La Fachada,Sin motivo claro / nombre genérico
La Fachada,Sin motivo claro / nombre genérico
La Faina,Sin motivo claro / nombre genérico
La Familiar,Sin motivo claro / nombre genérico
La Favorita,Sin motivo claro / nombre genérico
La Favorita,Sin motivo claro / nombre genérico
La Fira,Sin motivo claro / nombre genérico
La Florida,Sin motivo claro / nombre genérico
La Fonte De Oro,Sin motivo claro / nombre genérico
La Francesa,Sin motivo claro / nombre genérico
La Francizka,Sin motivo claro / nombre genérico
La Fuccinalta,Sin motivo claro / nombre genérico
La Galera,Sin motivo claro / nombre genérico
La Garage,Sin motivo claro / nombre genérico
La Germinadora,Sin motivo claro / nombre genérico
La Gioconda,Sin motivo claro / nombre genérico
La Giralda Cafetería,Sin motivo claro / nombre genérico
La Gironda,Sin motivo claro / nombre genérico
La Gran Flauta,Sin motivo claro / nombre genérico
La Gran Flauta,Sin motivo claro / nombre genérico
La Gran Flauta,Sin motivo claro / nombre genérico
La Gran Nuñez,Sin motivo claro / nombre genérico
La Gran Pocha,Sin motivo claro / nombre genérico
La Gran Via,Sin motivo claro / nombre genérico
La Greco,Sin motivo claro / nombre genérico
La Helvetica,Sin motivo claro / nombre genérico
La Herradura,Sin motivo claro / nombre genérico
La Huichula,Sin motivo claro / nombre genérico
La Ideal,Sin motivo claro / nombre genérico
La Jalapeña,Sin motivo claro / nombre genérico
La Juana,Sin motivo claro / nombre genérico
La Juvenil,Sin motivo claro / nombre genérico
La Kitchen,Sin motivo claro / nombre genérico
La Kitchen,Sin motivo claro / nombre genérico
La Lengua Absuelta,Sin motivo claro / nombre genérico
La Libre,Sin motivo claro / nombre genérico
La Librería de Avila,Sin motivo claro / nombre genérico
La Licoreria Del Mercado,Sin motivo claro / nombre genérico
La Lonja,Sin motivo claro / nombre genérico
La Madonnina,Sin motivo claro / nombre genérico
La Mala Pub,Sin motivo claro / nombre genérico
La Mantequería,Sin motivo claro / nombre genérico
La Martona de Arenales,Sin motivo claro / nombre genérico
La Maza,Sin motivo claro / nombre genérico
La Mini,Sin motivo claro / nombre genérico
La Moderna,Sin motivo claro / nombre genérico
La Moderna,Sin motivo claro / nombre genérico
La Moja,Sin motivo claro / nombre genérico
La Molienda,Sin motivo claro / nombre genérico
La Morada,Sin motivo claro / nombre genérico
La Morena,Sin motivo claro / nombre genérico
La Morena,Sin motivo claro / nombre genérico
La Mulita,Sin motivo claro / nombre genérico
La Mundial,Sin motivo claro / nombre genérico
La Nacional,Sin motivo claro / nombre genérico
La Napolitana,Sin motivo claro / nombre genérico
La Negra Cata,Sin motivo claro / nombre genérico
La Neurona,Sin motivo claro / nombre genérico
La Nochera,Sin motivo claro / nombre genérico
La Nueva Almendra,Sin motivo claro / nombre genérico
La Nueva Almendra,Sin motivo claro / nombre genérico
La Nueva Buenos Aires,Sin motivo claro / nombre genérico
La Nueva Capital,Sin motivo claro / nombre genérico
La Nueva Entre Rios,Sin motivo claro / nombre genérico
La Nueva Esmeralda,Sin motivo claro / nombre genérico
La Nueva Esmeralda,Sin motivo claro / nombre genérico
La Nueva Ola,Sin motivo claro / nombre genérico
La Nueva Pompeya,Sin motivo claro / nombre genérico
La Opera,Sin motivo claro / nombre genérico
La Orquidea,Sin motivo claro / nombre genérico
La Paceña,Sin motivo claro / nombre genérico
La Paceña,Sin motivo claro / nombre genérico
La Palermo,Sin motivo claro / nombre genérico
La Palita,Sin motivo claro / nombre genérico
La Palita,Sin motivo claro / nombre genérico
La Palita,Sin motivo claro / nombre genérico
La Panadería,Sin motivo claro / nombre genérico
La Panem,Sin motivo claro / nombre genérico
La Panera,Sin motivo claro / nombre genérico
La Panera Rosa,Sin motivo claro / nombre genérico
La Panera Rosa,Sin motivo claro / nombre genérico
La Panera Rosa,Sin motivo claro / nombre genérico
La Panera Rosa,Sin motivo claro / nombre genérico
La Panera Rosa,Sin motivo claro / nombre genérico
La Panera Rosa,Sin motivo claro / nombre genérico
La Panotteca,Sin motivo claro / nombre genérico
La Parolacha,Sin motivo claro / nombre genérico
La Parraca,Sin motivo claro / nombre genérico
La Parri,Sin motivo claro / nombre genérico
La Particular,Sin motivo claro / nombre genérico
La Pascana,Sin motivo claro / nombre genérico
La Pastora,Sin motivo claro / nombre genérico
La Paz,Sin motivo claro / nombre genérico
La Paz,Sin motivo claro / nombre genérico
La Paz,Sin motivo claro / nombre genérico
La Paz,Sin motivo claro / nombre genérico
La Peca,Sin motivo claro / nombre genérico
La Pecera,Sin motivo claro / nombre genérico
La Pedrera,Sin motivo claro / nombre genérico
La Pereanta,Sin motivo claro / nombre genérico
La Perla,Sin motivo claro / nombre genérico
La Perlita,Sin motivo claro / nombre genérico
La Pescadorita,Sin motivo claro / nombre genérico
La Pesceria,Sin motivo claro / nombre genérico
La Piazza,Sin motivo claro / nombre genérico
La Piedad,Sin motivo claro / nombre genérico
La Pilarica,Sin motivo claro / nombre genérico
La Pipeta,Sin motivo claro / nombre genérico
La Plaza,Sin motivo claro / nombre genérico
La Ponderosa,Sin motivo claro / nombre genérico
La Porta Nera,Sin motivo claro / nombre genérico
La Porteñita,Sin motivo claro / nombre genérico
La Posada,Sin motivo claro / nombre genérico
La Posta,Sin motivo claro / nombre genérico
La Posta de Los Tucu,Sin motivo claro / nombre genérico
La Primavera,Sin motivo claro / nombre genérico
La Primavera,Sin motivo claro / nombre genérico
La Puerta Roja,Sin motivo claro / nombre genérico
La Puerto Rico,Sin motivo claro / nombre genérico
La Pureza,Sin motivo claro / nombre genérico
La Pécora Nera,Sin motivo claro / nombre genérico
La Querencia,Sin motivo claro / nombre genérico
La Quinta,Sin motivo claro / nombre genérico
